"","full_text","Handle","text"
"3540","I’ve only seen another two minutes of the whole thing as I’ve been out to dinner. But my guess is @timcast did an admirable job in a shitstorm and the others were likely exposed for what they are.

Plus it’s good on the internet to comment on things before seeing them right? 😉","rubin","I ve only seen another two minutes of the whole thing as I ve been out to dinner  But my guess is  timcast did an admirable job in a shitstorm and the others were likely exposed for what they are 

Plus it s good on the internet to comment on things before seeing them right  "
"3541","I haven’t seen all this but good for @Timcast for trying.

Fuentes is a racist little troll rat and Kanye is just lost and drunk on fame.

Trump really screwed the pooch on this one. 

 https://t.co/4Dbov4T8vG","rubin","I haven t seen all this but good for  Timcast for trying 

Fuentes is a racist little troll rat and Kanye is just lost and drunk on fame 

Trump really screwed the pooch on this one  

 "
"3542","@jordanbpeterson @VP Fact check: True.","rubin"," jordanbpeterson  VP Fact check  True "
"3543","RT @jordanbpeterson: Is that all, @VP ? Shilling shamefully for the pharmaceutical companies. The Biden admin is a subsidiary of Pfizer and…","rubin","RT  jordanbpeterson  Is that all   VP   Shilling shamefully for the pharmaceutical companies  The Biden admin is a subsidiary of Pfizer and "
"3544","Coming to blue cities soon! https://t.co/gMihmLGjme","rubin","Coming to blue cities soon  "
"3545","They can’t have too many people waking up… https://t.co/OV1MECgMKM https://t.co/OnahyQ63Az","rubin","They can t have too many people waking up  "
"3546","@elonmusk The same reason Newman worked at the post office… https://t.co/D0srxRCg72","rubin"," elonmusk The same reason Newman worked at the post office  "
"3547","Also can anyone point to how “hate” has been increased since @elonmusk took over? I get tons of wacko (mostly) anonymous loser trolls in my mentions. I ignore, block or mute. 

People are mean online, that doesn’t give the government a right to trample on the first amendment.","rubin","Also can anyone point to how  hate  has been increased since  elonmusk took over  I get tons of wacko  mostly  anonymous loser trolls in my mentions  I ignore  block or mute  

People are mean online  that doesn t give the government a right to trample on the first amendment "
"3548","Absolutely insane watching The Machine go after @elonmusk for defending free speech. This whole exchange is kabuki theater, from the ridiculous leading question by the “journalist” to KJP’s obviously pre-planned response. https://t.co/JBCnwQ8d6c","rubin","Absolutely insane watching The Machine go after  elonmusk for defending free speech  This whole exchange is kabuki theater  from the ridiculous leading question by the  journalist  to KJP s obviously pre planned response  "
"3549","Lizard person says what? https://t.co/pzrh5HM2nv https://t.co/aBASbTdh8F","rubin","Lizard person says what  "
"3550","Trump’s fiasco dinner with the grifters is really about…*checks script*…DeSantis. 🤡🤡🤡 https://t.co/Mivl32ARVP","rubin","Trump s fiasco dinner with the grifters is really about  checks script  DeSantis   "
"3551","🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/PxW3JdHt8m","rubin"," "
"3552","Live now! https://t.co/NECDuii7we","rubin","Live now  "
"3553","Trudea loves drag and hates freedom, Fauci tries to scare everyone as he leaves, China is a precursor to blue states tyranny and more!

Live in 5: 

@rumblevideo
https://t.co/6hPlCFKBBW
 
YouTube
https://t.co/3sTgOjr5P3
 
@blazetv
https://t.co/Ce5bKgA9MS https://t.co/pW4kcJV0Ij","rubin","Trudea loves drag and hates freedom  Fauci tries to scare everyone as he leaves  China is a precursor to blue states tyranny and more 

Live in 5  

 rumblevideo
"
"3554","Exactly. They’re sitting back licking their chops, seeing how far you can push people before they break… https://t.co/NBmpcDtDgQ","rubin","Exactly  They re sitting back licking their chops  seeing how far you can push people before they break  "
"3555","It’s Meme Monday over at The Rubin Report @OnLocals community. 

https://t.co/wc8oPXSpIM","rubin","It s Meme Monday over at The Rubin Report  OnLocals community  

"
"3556","@maggieNYT Commenting on a thing that didn’t happen because it’ll rile up your NPC NY Times readers. Good work with journalism as always.","rubin"," maggieNYT Commenting on a thing that didn t happen because it ll rile up your NPC NY Times readers  Good work with journalism as always "
"3557","@elonmusk @stillgray She finally found out “Who’s the Boss?” and isn’t happy. https://t.co/ozldYvDUTq","rubin"," elonmusk  stillgray She finally found out  Who s the Boss   and isn t happy  "
"3558","@KristySwansonXO @JesseKellyDC @chadfelixg @terryschappert Hey what do you mean “hang”? 🤪","rubin"," KristySwansonXO  JesseKellyDC  chadfelixg  terryschappert Hey what do you mean  hang   "
"3559","@BretWeinstein @DavidSacks You got there Bret. Proud of you! 😉","rubin"," BretWeinstein  DavidSacks You got there Bret  Proud of you  "
"3560","@instavire @Cate_Gray22 Big Green Egg!","rubin"," instavire  Cate Gray22 Big Green Egg "
"3561","@EricRWeinstein @SamHarrisOrg We all tried with varying degrees of success/failure to make sense of the craziness. I think he had some big misses which he refused to acknowledge and became resentful of people who saw it differently.

And social media isn’t very forgiving. Is what it is.

Happy Thanksgiving.","rubin"," EricRWeinstein  SamHarrisOrg We all tried with varying degrees of success failure to make sense of the craziness  I think he had some big misses which he refused to acknowledge and became resentful of people who saw it differently 

And social media isn t very forgiving  Is what it is 

Happy Thanksgiving "
"3562","@mfegter 👏👏👏","rubin"," mfegter "
"3563","@pashedmotatos 🥴🥴🥴","rubin"," pashedmotatos "
"3564","💨🦃

https://t.co/RNIklwixwR","rubin","

"
"3565","Happy Thanksgiving from the Free State of Florida. 🦃🐊🇺🇸 https://t.co/8kSovaUmSc","rubin","Happy Thanksgiving from the Free State of Florida   "
"3566","@elonmusk @SebGorka @EricRWeinstein Will you be able to confirm when shadowbanning is lifted across the board? And how/why certain accounts were hit? Twitter disregulated the entire world via the manipulation of a couple bad actors.

People can’t think straight til they know why so much went wrong…","rubin"," elonmusk  SebGorka  EricRWeinstein Will you be able to confirm when shadowbanning is lifted across the board  And how why certain accounts were hit  Twitter disregulated the entire world via the manipulation of a couple bad actors 

People can t think straight til they know why so much went wrong "
"3567","@MaajidNawaz I’m unvaxxed and ready to party next time you’re in Miami! 😎👍💪","rubin"," MaajidNawaz I m unvaxxed and ready to party next time you re in Miami  "
"3568","@Sargon_of_Akkad A sad conclusion I also came to as I was writing my second book…in which you are mentioned actually. It’s not as simple as “liberals failed liberalism”, there’s a baked in problem.

Lemme send you a copy…","rubin"," Sargon of Akkad A sad conclusion I also came to as I was writing my second book in which you are mentioned actually  It s not as simple as  liberals failed liberalism   there s a baked in problem 

Lemme send you a copy "
"3569","Beyond thankful to be celebrating my first Thanksgiving as a Floridian tomorrow. 

Hope you are all surrounded by family and friends and have plenty to be thankful for…

🦃🐊🇺🇸🦃🐊🇺🇸🦃🐊🇺🇸 https://t.co/5mrQgmfKI3","rubin","Beyond thankful to be celebrating my first Thanksgiving as a Floridian tomorrow  

Hope you are all surrounded by family and friends and have plenty to be thankful for 

 "
"3570","Thanksgiving message by @GovRonDeSantis from the Free State of Florida. 🦃🇺🇸🐊

via @rumblevideo 

https://t.co/bD0R9HyR10","rubin","Thanksgiving message by  GovRonDeSantis from the Free State of Florida  

via  rumblevideo 

"
"3571","RT @exjon: Homophobia's out, Gun Control's in. https://t.co/NQEa8PCM4z","rubin","RT  exjon  Homophobia s out  Gun Control s in  "
"3572","@realchrisrufo Never gonna stop until they’re sued into oblivion.","rubin"," realchrisrufo Never gonna stop until they re sued into oblivion "
"3573","Annnnddd this story will be gone by the stroke of midnight…. https://t.co/8qsciiZMgy","rubin","Annnnddd this story will be gone by the stroke of midnight   "
"3574","RT @TPostMillennial: Dave Rubin @RubinReport tells TPM's Ari Hoffman @thehoffather that when it comes to voting, ""I think that [Democrats a…","rubin","RT  TPostMillennial  Dave Rubin  RubinReport tells TPM s Ari Hoffman  thehoffather that when it comes to voting   I think that  Democrats a "
"3575","@ProjectLincoln You’re such a bunch of (well paid) losers.","rubin"," ProjectLincoln You re such a bunch of  well paid  losers "
"3576","RT @TPostMillennial: Dave Rubin @RubinReport tells TPM's Ari Hoffman @thehoffather about why Gov. Ron DeSantis has been so successful.

Che…","rubin","RT  TPostMillennial  Dave Rubin  RubinReport tells TPM s Ari Hoffman  thehoffather about why Gov  Ron DeSantis has been so successful 

Che "
"3577","@MattWalshBlog @Timcast Me too.","rubin"," MattWalshBlog  Timcast Me too "
"3578","@RealJamesWoods So let her wear one if he wants to.","rubin"," RealJamesWoods So let her wear one if he wants to "
"3579","He seems to be shrinking. Side effect of too many boosters? https://t.co/FPP5SAGsX0","rubin","He seems to be shrinking  Side effect of too many boosters  "
"3580","@Scott_Wiener https://t.co/OICfW7Vkme","rubin"," Scott Wiener "
"3581","It’s more fun if you read this as “James Lindsay is breaking…”

@ConceptualJames @TheLaurenChen https://t.co/S7tkvzACeM","rubin","It s more fun if you read this as  James Lindsay is breaking  

 ConceptualJames  TheLaurenChen "
"3582","https://t.co/izOMg3zs2T https://t.co/EWwOC8Ul0R","rubin",""
"3583","This is spectacular, Dave.

The NY Times is absolute trash and should only be used to line a bird cage, particularly if the bird has severe diarrhea. 

How many followers did @nytimes buy, @elonmusk? https://t.co/POgkxLyClC","rubin","This is spectacular  Dave 

The NY Times is absolute trash and should only be used to line a bird cage  particularly if the bird has severe diarrhea  

How many followers did  nytimes buy   elonmusk  "
"3584","JENNIEFER RUBIN IS NOT MY SISTER AND DON’T YOU FORGET IT!!!

@rumblevideo
https://t.co/KAYN5SNAqg
 
YouTube
https://t.co/rioNyGR4YF
 
@blazetv
https://t.co/Ce5bKgA9MS https://t.co/HANrUb52mT","rubin","JENNIEFER RUBIN IS NOT MY SISTER AND DON T YOU FORGET IT   

 rumblevideo
"
"3585","The vaccine does not stop you from getting nor transmitting Covid and there is no long term study that proves if you’re vaxxed you get “lesser Covid”, it’s just something all the NPC’s repeat so they don’t feel duped… https://t.co/dWRnMZTZat","rubin","The vaccine does not stop you from getting nor transmitting Covid and there is no long term study that proves if you re vaxxed you get  lesser Covid   it s just something all the NPC s repeat so they don t feel duped  "
"3586","What a condescending, smug, absolute embarrassment KJP is… https://t.co/IevkX1v0JC","rubin","What a condescending  smug  absolute embarrassment KJP is  "
"3587","“No.” https://t.co/mheBNiYDVc","rubin"," No   "
"3588","Live now! https://t.co/jvVBTw9hxo","rubin","Live now  "
"3589","I cannot confirm nor deny if this video has been edited.

Live in 7 minutes!

@rumblevideo
https://t.co/KAYN5SN2AI
 
YouTube
https://t.co/rioNyGQx97
 
@blazetv
https://t.co/EsCxYQVjbp https://t.co/vc4HMlyr7p","rubin","I cannot confirm nor deny if this video has been edited 

Live in 7 minutes 

 rumblevideo
"
"3590","A hearty welcome back to Twitter to @sargon_of_akkad. Not only did he get booted from Twitter, but also Patreon, which caused @jordanbpeterson and I to flee there as well. That led me to creating @onlocals and eventually merging with @rumblevideo.

And this is just the beginning. https://t.co/Rr8I7uGR0R","rubin","A hearty welcome back to Twitter to  sargon of akkad  Not only did he get booted from Twitter  but also Patreon  which caused  jordanbpeterson and I to flee there as well  That led me to creating  onlocals and eventually merging with  rumblevideo 

And this is just the beginning  "
"3591","Absolute nonsense here trying to tie this to DeSantis. Parents don’t want state employees secretly teaching their kids about gender theory.

If this guy wants to find unmitigated unbridled hate he need only look in a mirror. https://t.co/VJcU2Qi6os","rubin","Absolute nonsense here trying to tie this to DeSantis  Parents don t want state employees secretly teaching their kids about gender theory 

If this guy wants to find unmitigated unbridled hate he need only look in a mirror  "
"3592","How bizarre, @elonmusk demands his workers work?

I hold a weekly team meeting where all my employees tell me what they’re working on and can bring new ideas to the table. Then I buy them lunch. (Extra guacamole on their Chipotle if they’re particularly good.)

Revolutionary! https://t.co/dlKEM7XoBg","rubin","How bizarre   elonmusk demands his workers work 

I hold a weekly team meeting where all my employees tell me what they re working on and can bring new ideas to the table  Then I buy them lunch   Extra guacamole on their Chipotle if they re particularly good  

Revolutionary  "
"3593","@WordsfromC @elonmusk 👏👏👏","rubin"," WordsfromC  elonmusk "
"3594","@jordanbpeterson @Sargon_of_Akkad What year is this?!","rubin"," jordanbpeterson  Sargon of Akkad What year is this  "
"3595","Hey @elonmusk, can you make a rule that there can be only one Rubin on Twitter and then I have to fight it out with Jennifer in the Thunderdome ?

Think I can get Tina Turner to sign on. Just need the go ahead from you… https://t.co/YG8IwM7xyU","rubin","Hey  elonmusk  can you make a rule that there can be only one Rubin on Twitter and then I have to fight it out with Jennifer in the Thunderdome  

Think I can get Tina Turner to sign on  Just need the go ahead from you  "
"3596","It would be an absolute pleasure to be hit in the head by a falling iguana. That’s how much I love this place. https://t.co/PVSCogSMjW","rubin","It would be an absolute pleasure to be hit in the head by a falling iguana  That s how much I love this place  "
"3597","AOC once she isn’t radical enough for the transsexual super communists of 2031… https://t.co/aprQCVoJzU https://t.co/3TBwOzhpdd","rubin","AOC once she isn t radical enough for the transsexual super communists of 2031  "
"3598","@SethDillon @EladNehorai 🍌🍌🍌🍌🍌","rubin"," SethDillon  EladNehorai "
"3599","“It’s gonna get rough, it’s gonna be tough…but Joe Biden might as well pack his bags.” —- Florida Congressman @ByronDonalds on Trump, DeSantis and more: 

@rumblevideo
https://t.co/4CMcz5y8q2
 
YouTube
https://t.co/Eyjf565uXE
 
@blazetv
https://t.co/Ce5bKgzBXk https://t.co/VgbVYmXBez","rubin"," It s gonna get rough  it s gonna be tough but Joe Biden might as well pack his bags      Florida Congressman  ByronDonalds on Trump  DeSantis and more  

 rumblevideo
"
"3600","BREAKING: Batman villain poorly masquerading as MSNBC correspondent… https://t.co/Mggg35hfkZ","rubin","BREAKING  Batman villain poorly masquerading as MSNBC correspondent  "
"3601","Social media was once a mirror to bounce our ideas off society and see what truth would reflect back. It became a funhouse mirror of which we are only beginning to see the warped reflection… https://t.co/Ih49p1PWmV","rubin","Social media was once a mirror to bounce our ideas off society and see what truth would reflect back  It became a funhouse mirror of which we are only beginning to see the warped reflection  "
"3602","Explaining the difference between New York and Florida mentality to @greggutfeld and @KatTimpf… https://t.co/CWhHNUllGz","rubin","Explaining the difference between New York and Florida mentality to  greggutfeld and  KatTimpf  "
"3603","Was this subtlety racist or just another mental implosion? https://t.co/pKV4wHbIF6","rubin","Was this subtlety racist or just another mental implosion  "
"3604","Back in studio in The Free State of Florida with probably our biggest show ever. Brains will explode!

Live now! 

@rumblevideo
https://t.co/7q5TTOSgQN
 
YouTube
https://t.co/aLXhUKj86A
 
@blazetv
https://t.co/Ce5bKgzBXk https://t.co/EM8ZHuOeNt","rubin","Back in studio in The Free State of Florida with probably our biggest show ever  Brains will explode 

Live now  

 rumblevideo
"
"3605","There’s also perverse incentive structure with mainstream media here. They desperately need their Orange Hitler for clicks and views. So they would gladly make him the hero to harm DeSantis, who is doing everything right, can bring in new voters and is winning at record pace. https://t.co/tkGnGoN08L","rubin","There s also perverse incentive structure with mainstream media here  They desperately need their Orange Hitler for clicks and views  So they would gladly make him the hero to harm DeSantis  who is doing everything right  can bring in new voters and is winning at record pace  "
"3606","It’s Meme Monday over at The Rubin Report @onlocals community…

https://t.co/2fiZVhZYAE","rubin","It s Meme Monday over at The Rubin Report  onlocals community 

"
"3607","BREAKING: AOC wants to have sex with Lauren Boehbert. https://t.co/HxJJ5Yo08X","rubin","BREAKING  AOC wants to have sex with Lauren Boehbert  "
"3608","So now that @elonmusk has begun to scratch the surface of censorship at Twitter, perhaps figuring out YouTube manipulation should be next? https://t.co/FriCIZjEdl","rubin","So now that  elonmusk has begun to scratch the surface of censorship at Twitter  perhaps figuring out YouTube manipulation should be next  "
"3609","@GadSaad @GovRonDeSantis Get the fam to Miami and I’ll smoke ya something!","rubin"," GadSaad  GovRonDeSantis Get the fam to Miami and I ll smoke ya something "
"3610","@jordanbpeterson @BretWeinstein @SamHarrisOrg @realDonaldTrump Bingo. Silencing Trump for two years did nothing to stop him (as was the goal of the silencers), while at the same time the “truth tellers” in the corporate press were exposed as liars at almost every turn since his suspension…","rubin"," jordanbpeterson  BretWeinstein  SamHarrisOrg  realDonaldTrump Bingo  Silencing Trump for two years did nothing to stop him  as was the goal of the silencers   while at the same time the  truth tellers  in the corporate press were exposed as liars at almost every turn since his suspension "
"3611","@elonmusk You, to mainstream journalists… 👍 https://t.co/YbXmIBsXrR","rubin"," elonmusk You  to mainstream journalists   "
"3612","@LoriLightfoot 🤡🤡🤡🤡🤡🤡🤡🤡🤡","rubin"," LoriLightfoot "
"3613","@Cernovich Check @OnLocals: video, subscription and now added all the publishing functionality of substack. 

Video and text chat QA with subscribers only…","rubin"," Cernovich Check  OnLocals  video  subscription and now added all the publishing functionality of substack  

Video and text chat QA with subscribers only "
"3614","@SaraGonzalesTX @alexstein99 Reminded me of this…

https://t.co/Df2VnKVYzw","rubin"," SaraGonzalesTX  alexstein99 Reminded me of this 

"
"3615","Catch me on @Gutfeldfox tonight with @johnrich @kilmeade @KatTimpf and the king of late night himself, @greggutfeld! https://t.co/YoNPk0srYr","rubin","Catch me on  Gutfeldfox tonight with  johnrich  kilmeade  KatTimpf and the king of late night himself   greggutfeld  "
"3616","I assume this guy was the former head of HR? https://t.co/C3XUFeueh7","rubin","I assume this guy was the former head of HR  "
"3617","Peterson 1, Woke Moralists 0. https://t.co/IpiHZkBDMo","rubin","Peterson 1  Woke Moralists 0  "
"3618","The band is getting back together… https://t.co/tXOQs7P2Rc","rubin","The band is getting back together  "
"3619","Anyone know a good prefab office/ADU company? Think I wanna build a new studio in the backyard…","rubin","Anyone know a good prefab office ADU company  Think I wanna build a new studio in the backyard "
"3620","@RealJamesWoods 👏👏👏","rubin"," RealJamesWoods "
"3621","@elonmusk Audit a cross section of accounts to see what shadowbans and other shady stuff is still in place…","rubin"," elonmusk Audit a cross section of accounts to see what shadowbans and other shady stuff is still in place "
"3622","“He made a lot of important promises and they were checked off.” —- @Jim_Jordan on Trump’s time in office.

@rumblevideo
https://t.co/fb7U0Dj7Dd
 
YouTube
https://t.co/vds1gkOclC
 
@blazetv
https://t.co/Ce5bKgzBXk https://t.co/dOPputK6uH","rubin"," He made a lot of important promises and they were checked off       Jim Jordan on Trump s time in office 

 rumblevideo
"
"3623","I do not live on the same planet as this person. https://t.co/JCWLtOlfZl","rubin","I do not live on the same planet as this person  "
"3624","“If Fauci lied, yes he should go to jail.” — @RandPaul 

@rumblevideo
https://t.co/05BMPvvoDL
 
YouTube
https://t.co/tHgKlwdH9w
 
@blazetv
https://t.co/Ce5bKgzBXk https://t.co/53kDtpvMR6","rubin"," If Fauci lied  yes he should go to jail      RandPaul 

 rumblevideo
"
"3625","RT @BryanDGriffin: ""In Florida, we want you to succeed."" @GovRonDeSantis

30 consecutive months of job growth, and Florida's private sector…","rubin","RT  BryanDGriffin   In Florida  we want you to succeed    GovRonDeSantis

30 consecutive months of job growth  and Florida s private sector "
"3626","@JoeDeVitoComedy Same.","rubin"," JoeDeVitoComedy Same "
"3627","Tucker time… https://t.co/a9KdIDuat4","rubin","Tucker time  "
"3628","Stood on street corners in Times Square handing out comedy show tickets for many years with @JoeDeVitoComedy. Here he is opening up the Fox Patriot Awards… https://t.co/HxRfjMTgKF","rubin","Stood on street corners in Times Square handing out comedy show tickets for many years with  JoeDeVitoComedy  Here he is opening up the Fox Patriot Awards  "
"3629","Has anyone in corporate press covered what’s happening in Brazil? This is unreal… https://t.co/g7jiVe9AoH","rubin","Has anyone in corporate press covered what s happening in Brazil  This is unreal  "
"3630","Jumping on @dbongino radio show in a few minutes. Live from the Hard Rock in Hollywood… https://t.co/tECBYVSqUd","rubin","Jumping on  dbongino radio show in a few minutes  Live from the Hard Rock in Hollywood  "
"3631","Yo @greggutfeld. Find me. Here’s your contextual clue… https://t.co/b7AhNfPPaS","rubin","Yo  greggutfeld  Find me  Here s your contextual clue  "
"3632","Because Florida is by far the best state in the union. That’s why. 🐊🇺🇸💪 https://t.co/znbiced4EG","rubin","Because Florida is by far the best state in the union  That s why   "
"3633","@ComicDaveSmith Hope he at least had the lobster bisque: https://t.co/sxgYXjTXaP","rubin"," ComicDaveSmith Hope he at least had the lobster bisque  "
"3634","Nowhere in the constitution does it say “guardrails have to be built around social media.”

Actually, the government forcing private companies to limit speech is a violation of the First Amendment.

Resign in shame, @SenMarkey. https://t.co/aZOxMvUoAQ","rubin","Nowhere in the constitution does it say  guardrails have to be built around social media  

Actually  the government forcing private companies to limit speech is a violation of the First Amendment 

Resign in shame   SenMarkey  "
"3635","Little known real estate developer throws his hat in ring to be president. Will he succeed?

Live from DC now! 

@rumblevideo
https://t.co/qfx7LIjgKX
 
YouTube
https://t.co/kJ9AnhGCV3
 
@blazetv
https://t.co/Ce5bKgA9MS https://t.co/sour5HjKIY","rubin","Little known real estate developer throws his hat in ring to be president  Will he succeed 

Live from DC now  

 rumblevideo
"
"3636","If your argument is that the guy who is doing everything you want done is “establishment” then isn’t your argument pro-establishment? https://t.co/awSW6I1OX1","rubin","If your argument is that the guy who is doing everything you want done is  establishment  then isn t your argument pro establishment  "
"3637","Busy day in DC. Interviewing congressman @ByronDonalds this morning, then live show at 11 am eastern. (Did you hear Trump is running again?!) And then livestream with @tedcruz at noon.

Subscribe! 

(Pic is of Capitol rotunda.)

https://t.co/v6iENuwU9Z

https://t.co/4zsWvx2DcP https://t.co/87XbjdBaWy","rubin","Busy day in DC  Interviewing congressman  ByronDonalds this morning  then live show at 11 am eastern   Did you hear Trump is running again    And then livestream with  tedcruz at noon 

Subscribe  

 Pic is of Capitol rotunda  

"
"3638","But will Trump be able to beat Liz Cheney in the Republican primary? 🤪","rubin","But will Trump be able to beat Liz Cheney in the Republican primary  "
"3639","Premiering tonight…

Trump Part 2: Orange You Glad To See Me? https://t.co/Gq5XtXlmg8","rubin","Premiering tonight 

Trump Part 2  Orange You Glad To See Me  "
"3640","Look at these pics.

You guys know the whole thing is that they’re gonna have her replace him when he steps down, right? 

Enter new Squad member… https://t.co/puTxWZzHuJ","rubin","Look at these pics 

You guys know the whole thing is that they re gonna have her replace him when he steps down  right  

Enter new Squad member  "
"3641","RT @NEWSMAX: .@RubinReport:: ""There's no need to burn down either one of them &amp; I think that's going to be a little bit more of a challenge…","rubin","RT  NEWSMAX    RubinReport    There s no need to burn down either one of them  amp  I think that s going to be a little bit more of a challenge "
"3642","Here’s @seanspicer laughing at his own joke while I chat with @LyndsayMKeith… https://t.co/fHymeSWjMs","rubin","Here s  seanspicer laughing at his own joke while I chat with  LyndsayMKeith  "
"3643","You fought the good fight and there will be others to come. 👍🇺🇸 https://t.co/zvwxX5Cd2s","rubin","You fought the good fight and there will be others to come   "
"3644","No, you freaks. https://t.co/U6a9CBBZTi","rubin","No  you freaks  "
"3645","It was clearly my office visit today that pushed you over the top, @GOPLeader! https://t.co/ABSwwpFKhx https://t.co/i5zmx5ZMYZ","rubin","It was clearly my office visit today that pushed you over the top   GOPLeader  "
"3646","More from inside the Capitol…https://t.co/OBBCpCgX9T","rubin","More from inside the Capitol "
"3647","On the Willy Wonka-esque trolly from the senate building to the Capitol. With @SenTedCruz and a fake Native American sighting! https://t.co/KEwWln9FEa","rubin","On the Willy Wonka esque trolly from the senate building to the Capitol  With  SenTedCruz and a fake Native American sighting  "
"3648","Live now! https://t.co/tDIVDgbd5X","rubin","Live now  "
"3649","Live from DC in 7 minutes!

Is Trump announcing tonight? And if so where will the tolerance and diversity riots kick off?

@rumblevideo
https://t.co/bHOwBNjECL
 
YouTube
https://t.co/Jmm3sZLI4H
 
@blazetv
https://t.co/Ce5bKgA9MS https://t.co/0Qcr85BNCx","rubin","Live from DC in 7 minutes 

Is Trump announcing tonight  And if so where will the tolerance and diversity riots kick off 

 rumblevideo
"
"3650","@ZubyMusic Literally exactly the laws we have in the US and I think we could possibly tighten libel and slander, but would be slippery slope…","rubin"," ZubyMusic Literally exactly the laws we have in the US and I think we could possibly tighten libel and slander  but would be slippery slope "
"3651","I normally don’t retweet these irrelevant losers but this gives me a nice opportunity to share some pics from my sold out stand-up book tour last spring… https://t.co/PUF8IfkZD4 https://t.co/Zbch5TRFSd","rubin","I normally don t retweet these irrelevant losers but this gives me a nice opportunity to share some pics from my sold out stand up book tour last spring  "
"3652","Florida is leading the way on literally everything. 🐊💪🐊💪🐊💪 https://t.co/e8T10mha1i","rubin","Florida is leading the way on literally everything   "
"3653","Have a few hours to wander around DC this afternoon. Wonder if I put on a dress and lipstick if I can snag an exclusive interview with the president? 

Stay tuned! 👦🏻💃💄🙌 https://t.co/6Rdh53qqwq","rubin","Have a few hours to wander around DC this afternoon  Wonder if I put on a dress and lipstick if I can snag an exclusive interview with the president  

Stay tuned   "
"3654","RT @ChristinaPushaw: And it looks like GOP is on track to win the House by 3. 

So, if not for the red tsunami in Florida with @RonDeSantis…","rubin","RT  ChristinaPushaw  And it looks like GOP is on track to win the House by 3  

So  if not for the red tsunami in Florida with  RonDeSantis "
"3655","Chatting with @RandPaul in DC. Interview up soon.

Live show from The Swamp at 11 am eastern!

https://t.co/v6iENuwU9Z

https://t.co/4zsWvx2DcP https://t.co/0HK10y1ely","rubin","Chatting with  RandPaul in DC  Interview up soon 

Live show from The Swamp at 11 am eastern 

"
"3656","RT @Timcast: Timcast IRL - Chappelle Gives AMAZING Reason To Vote Trump 2024 On SNL w/Dave Rubin
https://t.co/imbhKAysLM","rubin","RT  Timcast  Timcast IRL   Chappelle Gives AMAZING Reason To Vote Trump 2024 On SNL w Dave Rubin
"
"3657","RT @RitaPanahi: From fighting corporate bullies like @Disney to the hysterics in the media he unashamedly embraces important culture wars…a…","rubin","RT  RitaPanahi  From fighting corporate bullies like  Disney to the hysterics in the media he unashamedly embraces important culture wars a "
"3658","Live now! https://t.co/I3Ew52Rdp5","rubin","Live now  "
"3659","Excellent book collection in studio. @andrewklavan @RandPaul @benshapiro @DineshDSouza @marklevinshow @glennbeck @VivekGRamaswamy @SteveDeaceShow @michaeljknowles… https://t.co/zlxBbL4ldH","rubin","Excellent book collection in studio   andrewklavan  RandPaul  benshapiro  DineshDSouza  marklevinshow  glennbeck  VivekGRamaswamy  SteveDeaceShow  michaeljknowles  "
"3660","Live from DC in 8 minutes!

@rumblevideo
https://t.co/LMYSCgGuW4
 
YouTube
https://t.co/oFiJGDH5nW
 
@blazetv
https://t.co/Ce5bKgA9MS https://t.co/F1aGxRLR5H","rubin","Live from DC in 8 minutes 

 rumblevideo
"
"3661","Appears the entire area has been overtaken by some sort of radical force. https://t.co/TMJw5hximb","rubin","Appears the entire area has been overtaken by some sort of radical force  "
"3662","I’ve made it to DC, but there’s nobody else here…

Live at 3 pm:

https://t.co/v6iENuwU9Z

https://t.co/4zsWvx2DcP https://t.co/TTyfuiD6Im","rubin","I ve made it to DC  but there s nobody else here 

Live at 3 pm 

"
"3663","This story is completely bananas. Basically the Dems used Ukraine and this company as a giant money laundering scheme to fund Dem candidates.

And it all fell apart (much like Biden’s student loan forgiveness) right after they got the results they wanted in the election. https://t.co/K3wpAGMSSd https://t.co/dE5YNu84m9","rubin","This story is completely bananas  Basically the Dems used Ukraine and this company as a giant money laundering scheme to fund Dem candidates 

And it all fell apart  much like Biden s student loan forgiveness  right after they got the results they wanted in the election  "
"3664","Regardless, too many people are falling for the obvious script right now. When MSNBC is praising Trump for going after DeSantis you know something is up. https://t.co/aF9LUp1GLr","rubin","Regardless  too many people are falling for the obvious script right now  When MSNBC is praising Trump for going after DeSantis you know something is up  "
"3665","“He’s literally doing everything we  could possibly ask for and winning by a landslide at the same time! He must be a plant!” 🤪🤪🤪","rubin"," He s literally doing everything we  could possibly ask for and winning by a landslide at the same time  He must be a plant   "
"3666","If your take is that DeSantis, who kept FL open, didn’t mandate vax, kept kids in schools and secured elections all while fighting mainstream media and giant corporations is somehow the favorite of The Machine and not a true conservative, you should probably get some fresh air.","rubin","If your take is that DeSantis  who kept FL open  didn t mandate vax  kept kids in schools and secured elections all while fighting mainstream media and giant corporations is somehow the favorite of The Machine and not a true conservative  you should probably get some fresh air "
"3667","Chatting with the @onlocals community from the plane. Join us!

https://t.co/WLLkExyVcq","rubin","Chatting with the  onlocals community from the plane  Join us 

"
"3668","@mkolken 😎🐊","rubin"," mkolken "
